Unnamed: 0,university,sent_id,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,governer_first_cs_word,preceding_word,governer_trans,preceding_trans,Unnamed: 12,Unnamed: 13,preceding_prob
367,CMU,1113,因 朋友 从 国内 过来 ， 想 寻 租 一 间 bedroom ， 仅 一 周 ， 01/02/2014~01/09/2014 。,因 朋友 从 国内 过来 ， 想 寻 租 一 间 房间 ， 仅 一 周 ， 01/02/2014~01/09/2014 。,12,bedroom,房间,租,间,rent,between,,,4.896550575981244e-06
368,CMU,1117,lease 还 剩 一 个 月 .,租约 还 剩 一 个 月 。,1,lease,租约,剩,,left,,,,0.0
369,CMU,1120,就 在 craig 和 centre 交界 的 地方 。,就 在 克莱格 和 中央 街 交界 的 地方 。,5,centre,中央,交界,和,The boundary,and,,,2.1544822534317474e-05
370,CMU,1126,我 室友人 很 好 ， 很 随和 大方 ， 不 斤斤计较 ， 特别 爱 干净 ， 从不 在家 吵闹 或者 开 party 之 类 的 .,我 室友人 很 好 ， 很 随和 大方 ， 不 斤斤计较 ， 特别 爱 干净 ， 从不 在家 吵闹 或者 开 聚会 之类 的 。,22,party,聚会,之,开,the,open,,,9.891032163482114e-05
371,CMU,1127,价格 要 一 个 人 可以 承受 的 ， 因为 不 是 和 别人 share 。,价格 要 一 个 人 可以 承受 的 ， 因为 不 是 和 别人 共享 。,15,share,共享,。,别人,.,others,,,4.602757541422369e-05
372,CMU,1130,apartment 为 一 年 半 前 新 建筑 ， 各 项 设施 十分 齐备 ， 居住 条件 佳 。,公寓 为 一 年 半 前 新 建筑 ， 各 项 设施 十分 齐备 ， 居住 条件 佳 。,1,apartment,公寓,建筑,,building,,,,0.0
373,CMU,1136,有时 dining room 碰到 了 ， 用 英文 聊 东 聊 西 的 ， 很 锻炼 口语 。,有时 厨房 碰到 了 ， 用 英文 聊 东 聊 西 的 ， 很 锻炼 口语 。,2,dining,厨房,room,有时,房间,sometimes,,,4.21103349534387e-05
374,CMU,1139,当然 你 想 签 lease 也 可以 ， 具体 可以 和 房东 商定 。,当然 你 想 签 租约 也 可以 ， 具体 可以 和 房东 商定 。,5,lease,租约,签,签,sign,sign,,,2.3503442764709972e-05
375,CMU,1146,lease 到 七月 底 结束 。,租约 到 七月 底 结束 。,1,lease,租约,结束,,The end of the,,,,0.0
376,CMU,1153,两 层 的 house ， 现在 出租 三 间 卧室 其中 一 件 卧室 ， 价钱 400$ 每 月 ， 不 含 utilities .,两 层 的 房子 ， 现在 出租 三 间 卧室 其中 一 件 卧室 ， 价钱 400$ 每 月 ， 不含 使用费 。,4,house,房子,出租,的,rent,the,,,0.00023855261340665688
377,CMU,1155,living room 比 房间 大 ， 而且 有 一 个 很 大 的 窗户 ， 对面 就是 教堂 ， 风景 和 采光 都 是 一流 。,客厅 比 房间 大 ， 而且 有 一 个 很 大 的 窗户 ， 对面 就是 教堂 ， 风景 和 采光 都 是 一流 。,1,living,客厅,房间,,The room,,,,0.0
378,CMU,1161,房子 介绍 ： 一 楼 两 室 一 厅 的 apt .,房子 介绍 ： 一 楼 两 室 一 厅 的 公寓 。,11,apt,公寓,介绍,的,introduce,the,,,2.5110801411227038e-05
379,CMU,1162,如果 半 年 一 付 房租 可 享受 5% off 的 优惠 。,如果 半 年 一 付 房租 可 享受 折扣 的 优惠 。,9,off,折扣,的,享受,the,enjoy,,,0.0004073930079216395
380,CMU,1164,传统 美国 家庭 house 。,传统 美国 家庭 房子 。,4,house,房子,房子,家庭,house,family,,,9.988963175001738e-05
381,CMU,1165,我 是 通过 美国 朋友 找到 这个 house 的 ， 性价比 很 好 ， 人 也 不多 ， 如果 你 喜欢 这样 传统 干净 的 美国 house ， 可以 联系 我 。,我 是 通过 美国 朋友 找到 这个 房子 的 ， 性价比 很 好 ， 人 也 不多 ， 如果 你 喜欢 这样 传统 干净 的 美国 房子 ， 可以 联系 我 。,8,house,房子,找到,这个,find,this,,,9.988963175001738e-05
382,CMU,1167,联系 方式 ： email : wll .,联系 方式 ： 邮件 ： wll 。,4,email,邮件,wll,：,你能,:,,,0.00016452409935296982
383,CMU,1172,house 一 楼 ， 独立 的 一 室 一 厅 一 厨 一 卫 格局 。,房子 一 楼 ， 独立 的 一 室 一 厅 一 厨 一 卫 格局 。,1,house,房子,一,,one,,,,0.0
384,CMU,1174,a 有 window ac 。,一 个 有 窗户 空调 。,4,window,窗户,。,window,.,窗口,,,2.7420683225494967e-05
385,CMU,1176,house 里面 地下室 washer dryer 免费 使用 。,房子 里面 地下室 洗碗机 烘干机 免费 使用 。,1,house,房子,里面,,inside,,,,0.0
386,CMU,1177,house 里面 有 四 个 独立 卧室 。,房子 里面 有 四 个 独立 卧室 。,1,house,房子,里面,,inside,,,,0.0
387,CMU,1180,house 的 一 个 bedroom 出租 ， 带 独立 的 full bathroom 。,房子 的 一 个 卧室 出租 ， 带 独立 的 卫浴 。,1,house,房子,出租,,rent,,,,0.0
388,CMU,1181,有 queen size 的 床 和 书桌 。,有 较 大号 床垫 的 床 和 书桌 。,2,queen,较,size,有,大小,There are,,,0.0033208885955322703
389,CMU,1186,留下 电话 、 email ， 以及 你 能 看 房 的 时间 。,留下 电话 、 邮件 ， 以及 你 能 看 房 的 时间 。,4,email,邮件,留下,、,leave,",",,,0.00016452409935296982
390,CMU,1187,位置 ： house 的 位置 如下 地图 ， 红色 为 house 的 位置 。,位置 ： 房子 的 位置 如下 地图 ， 红色 为 房子 的 位置 。,3,house,房子,位置,：,location,:,,,9.988963175001738e-05
391,CMU,1191,整 栋 house 共 有 四 个 卧室 。,整 栋 房子 共 有 四 个 卧室 。,3,house,房子,有,栋,There are,building,,,9.988963175001738e-05
392,CMU,1193,请 注意 是 wilkins house 那个 set .,请 注意 是 维尔沁 房子 那个 套间 。,7,set,套间,注意,那个,Pay attention to,the,,,2.5110801411227038e-05
393,CMU,1196,联系 方式 如下 ： email : wll .,联系 方式 如下 ： 邮件 ： wll 。,5,email,邮件,wll,：,你能,:,,,0.00016452409935296982
394,CMU,1197,顶 一下 ， 房子 还 available 哈 ！,顶 一下 ， 房子 还 空余 的 哈 ！,6,available,空余,顶,还,The top,also,,,5.996162456028142e-05
395,CMU,1202,basement 有 free landry and dryer .,地下室 有 免费 洗衣 烘干 。,1,basement,地下室,有,,There are,,,,0.0
396,CMU,1204,房租 是 410/month 包 水 和 暖气 （ 冬天 省 了 一 大 笔 money ） 只 需要 share 电 和 网路 。,房租 是 410/month 包 水 和 暖气 （ 冬天 省 了 一 大 笔 钱 ） 只 需要 共享 电 和 网路 。,15,money,钱,省,笔,province,pen,,,0.0002830206232917159
397,CMU,1206,safety : 基本 邻居 全 是 学生 。,安全 ： 基本 邻居 全 是 学生 。,1,safety,安全,学生,,students,,,,0.0
398,CMU,1215,prefer 江浙 一带 的 人 有 兴趣 请 联系 em@70,想要 江浙 一带 的 人 有 兴趣 请 联系 em@70,1,prefer,想要,人,,people,,,,0.0
399,CMU,1223,有 兴趣 的 请 call pn-19,有 兴趣 的 请 打 pn-19,5,call,打,打,请,play,please,,,6.155108740254411e-05
400,CMU,1224,男生 only ！,男生 仅限 ！,2,only,仅限,仅限,男生,only,The boy,,,6.261838788960378e-05
401,CMU,1226,租金 $200 / month ， utility 全 包 。,租金 $200 / 月 ， 使用费 全 包 。,4,month,月,utility,/,实用程序,/,,,5.484136645098993e-05
402,CMU,1227,另外 还 有 table light 、 小 架子 等 物品 ， 如果 你 购买 其他 家具 ， 可 直接 送给 你 。,另外 还 有 台灯 、 小 架子 等 物品 ， 如果 你 购买 其他 家具 ， 可 直接 送给 你 。,4,table,台灯,小,有,small,There are,,,0.0033208885955322703
403,CMU,1229,完全 不用 操心 bill 。,完全 不用 操心 账单 。,4,bill,账单,操心,操心,To worry about,To worry about,,,6.227554854379009e-05
404,CMU,1230,【 房租 】 ： 我 的 lease 是 $749 .,【 房租 】 ： 我 的 租约 是 $749 。,7,lease,租约,是,的,is,the,,,8.788780493929464e-05
405,CMU,1232,一 室 一 厅 一 卫 房子 ， share 卫生间 。,一 室 一 厅 一 卫 房子 ， 共 享 卫生间 。,9,share,共,卫生间,，,toilet,.,,,4.602757541422369e-05
406,CMU,1239,本人 房间 干净 舒适 ， 朝阳 ， 有 一 张 queen size 的 大 床 ， 和 一 个 衣柜 。,本人 房间 干净 舒适 ， 朝阳 ， 有 一 张 较 大号 床垫 的 大 床 ， 和 一 个 衣柜 。,11,queen,较,size,张,大小,zhang,,,3.917240460784996e-06
407,CMU,1256,且 neighbourhood 非常 安静 ， 安全 ， 夜晚 也 可 放心 行走 ， 附近 多 为 独立 house 。,且 邻里 非常 安静 ， 安全 ， 夜晚 也 可 放心 行走 ， 附近 多 为 独立 房子 。,2,neighbourhood,邻里,安静,且,quiet,and,,,0.13418617724365306
408,CMU,1259,还有 非常 nice 门房 帮 收 包裹 ， 帮 开门 。,还有 非常 好 门房 帮 收 包裹 ， 帮 开门 。,3,nice,好,门房,非常,The porter,very,,,0.00026469031233456857
409,CMU,1263,大部分 pattern 很 明显 ， 一 看 就是 骗子 。,大部分 模式 很 明显 ， 一 看 就是 骗子 。,2,pattern,模式,看,大部分,see,Most of the,,,0.00035271904890345874
410,CMU,1270,只 租 living room $330 。,只 租 客厅 330 。,3,living,客厅,租,租,rent,rent,,,0.00010282756209560613
411,CMU,1272,或 whole apt $750 .,或 一 整 间 t $750 。,2,whole,一,apt,或,公寓,or,,,0.00016256547912257732
412,CMU,1281,如果 你 对 生活 质量 要求 没 那么 高 ， 可以 一 个 住 living rm ， 一 个 住 br 。,如果 你 对 生活 质量 要求 没 那么 高 ， 可以 一 个 住 客厅 ， 一 个 住 房间 。,15,living,客厅,住,住,live,live,,,0.00010282756209560613
413,CMU,1282,设施 ： 公寓 basement 有 gym ， laundry ， party rm 。,设施 ： 公寓 地下室 有 体育馆 ， 洗衣 ， 聚会 。,4,basement,地下室,有,公寓,There are,apartment,,,2.0565512419121227e-05
414,CMU,1292,一 室 一 厅 的 apartment 。,一 室 一 厅 的 公寓 。,6,apartment,公寓,公寓,的,apartment,the,,,0.00010044320564490815
415,CMU,1296,我 暑假 要 出外 实习 ， 所以 bedroom 空 出来 了 。,我 暑假 要 出外 实习 ， 所以 卧室 空 出来 了 。,8,bedroom,卧室,出来,所以,Come out,so,,,4.896550575981244e-06
416,CMU,1298,位置 ： apartment 位于 squirrel hill 地区 。,位置 ： 公寓 位于 松鼠山 地区 。,3,apartment,公寓,位于,：,Located in the,:,,,6.659308783334492e-05
417,CMU,1300,房子 被 包租 婆 keep 得很 干净 整齐 ， 所有 人 都 比较 安静 ， 偶尔 会 一起 看 电影 ， 玩 board game ， 情趣 雅致 ， 气氛 和谐 。,房子 被 包租 婆 保持 得很 干净 整齐 ， 所有 人 都 比较 安静 ， 偶尔 会 一起 看 电影 ， 玩 电动 ， 情趣 雅致 ， 气氛 和谐 。,5,keep,保持,包租,婆,charter,shiva,,,0.00016452409935296982
418,CMU,1302,客厅 $200 / month 。,客厅 $200 / 月 。,4,month,月,$200,/,$200,/,,,5.484136645098993e-05
419,CMU,1306,大家 好 ， 我 的 apartment 在 highland park 。,大家 好 ， 我 的 公寓 在 高地 公园 。,6,apartment,公寓,在,的,in,the,,,0.00010044320564490815
420,CMU,1309,送 写字 桌 ， queen size mattress+box ， 沙发 ， 拎包 入住 。,送 写字 桌 ， 较 大号 床垫 ， 沙发 ， 拎包 入住 。,5,queen,较,size,，,大小,.,,,3.917240460784996e-06
421,CMU,1310,两 室 两 卫 一 大 厅 一 diner 。,两 室 两 卫 一 大 厅 一 晚饭 。,9,diner,晚饭,晚饭,一,dinner,one,,,0.023276084071234722
422,CMU,1311,厅 超级 大 足够 放 king size bed 还有 桌子 椅子 还有 空 位置 ！,厅 超级 大 足够 放 最 大号 床垫 还有 桌子 椅子 还有 空 位置 ！,6,king,最,size,放,大小,put,,,1.0772411267158737e-05
423,CMU,1312,* 房间 设施 ： 独立 bedroom 大概 4m*5m 。,* 房间 设施 ： 独立 房间 大概 4m*5m 。,6,bedroom,房间,大概,独立,probably,independent,,,4.896550575981244e-06
424,CMU,1322,不用 单独 交 deposit 。,不用 单独 交 存款 。,4,deposit,存款,交,交,Hand in,Hand in,,,0.05167088419172373
425,CMU,1323,所以 白天 这个 家 基本上 是 all yours 。,所以 白天 这个 家 基本上 是 你 的 。,7,all,你,是,是,is,is,,,0.0003687006653371097
426,CMU,1327,整个 apartment 有 四 个 卧室 ， 两 个 洗手间 。,整个 公寓 有 四 个 卧室 ， 两 个 洗手间 。,2,apartment,公寓,有,整个,There are,The whole,,,4.6963790917202836e-05
427,CMU,1329,你 也 可以 认为 他 是 一 个 living room 。,你 也 可以 认为 他 是 一 个 客厅 。,9,living,客厅,认为,个,think,a,,,4.463887152932774e-05
428,CMU,1332,house 是 上下 两 层 改造 成 的 apartment ， 出租 的 bedroom 位于 第二 层 。,房子 是 上下 两 层 改造 成 的 公寓 ， 出租 的 卧室 位于 第二 层 。,1,house,房子,apartment,,公寓,,,,0.0
429,CMU,1343,顶 一下 ~ 再 顶 ~ 这 是 一 个 和 bedroom 几乎 一样 的 living room ， 可以 给 有 兴趣 的 同学 看 实物 图 ~,顶 一下 ~ 再 顶 ~ 这 是 一 个 和 房间 几乎 一样 的 卧室 ， 可以 给 有 兴趣 的 同学 看 实物 图 ~,12,bedroom,房间,一样,和,The same,and,,,4.896550575981244e-06
430,CMU,1346,房子 信息 ： 是 一 个 house ， 共 三 层 ， 一 层 是 客厅 ， 厨房 。,房子 信息 ： 是 一 个 房子 ， 共 三 层 ， 一 层 是 客厅 ， 厨房 。,7,house,房子,房子,个,house,a,,,0.00011903699074487398
431,CMU,1360,the price : 公寓 出价 两 人 住 的 one bedroom one living room 是 $1100 .,价格 ： 公寓 出价 两 人 住 的 单人间 和 客厅 是 $1100 。,1,the,价格,one,,一个,,,,0.0
432,CMU,1363,两 房 中 的 一 房 现在 出租 ， 月 租 $450 加 utility 。,两 房 中 的 一 房 现在 出租 ， 月 租 $450 加 使用 。,14,utility,使用,加,加,add,add,,,0.001386761601192201
433,CMU,1366,独立 两 层 house 。,独立 两 层 房子 。,4,house,房子,独立,层,independent,layer,,,9.988963175001738e-05
434,CMU,1369,健身房 （ 带 空调 跟 电视 ， 一般 很少 人 用 ， 很 free ） ；,健身房 （ 带 空调 跟 电视 ， 一般 很少 人 用 ， 很 免费 ） ；,14,free,免费,带,很,with,very,,,0.00018606892188728727
435,CMU,1371,匹 大 的 学生 公寓 college garden ， 很 方便 的 maintenance service 。,匹 大 的 学生 公寓 大学 花园 ， 很 方便 的 修理 。,12,maintenance,修理,修理,的,repair,the,,,3.766620211684056e-05
436,CMU,1373,还没有 尝试 用 easy recovery 软件 ， 听说 软件 层面 很 难 恢复 求 高手 帮忙 恢复 硬盘 ！,还没有 尝试 用 还原 软件 ， 听说 软件 层面 很 难 恢复 求 高手 帮忙 恢复 硬盘 ！,4,easy,还原,recovery,用,复苏,with,,,0.00010870342278678362
437,CMU,1375,因为 是 学校 的 房产 ， 所以 你 必须 跟 学校 的 property management 签 合同 及 付 押金 。,因为 是 学校 的 房产 ， 所以 你 必须 跟 学校 的 资产 管理 签 合同 及 付 押金 。,13,property,资产,management,的,管理,the,,,3.766620211684056e-05
438,CMU,1376,我们 共同 share 的 公共 区域 希望 能 保持 卫生 。,我们 共同 共享 的 公共 区域 希望 能 保持 卫生 。,3,share,共享,区域,共同,area,common,,,4.602757541422369e-05
439,CMU,1382,独立 house 。,独立 房子 。,2,house,房子,独立,独立,independent,independent,,,9.988963175001738e-05
440,CMU,1384,一 个 月 $500 ， 一 年 lease .,一 个 月 $500 ， 一 年 租约 。,8,lease,租约,租约,年,The lease,years,,,2.3503442764709972e-05
441,CMU,1385,1-3 个 bedroom 均可 。,1-3 个 房间 均 可 。,3,bedroom,房间,。,个,.,a,,,4.896550575981244e-06
442,CMU,1388,（ 已 无效 ） 是 一 个 两 室 一 厅 的 apartment ， 两 个 房间 已 有 人 住 ， 现出 租客厅 。,（ 已 无效 ） 是 一 个 两 室 一 厅 的 公寓 ， 两 个 房间 已 有 人 住 ， 现出 租客厅 。,13,apartment,公寓,公寓,的,apartment,the,,,0.00010044320564490815
443,CMU,1393,如果 有 兴趣 的 可以 email 我 ： em@90,如果 有 兴趣 的 可以 邮件 我 ： em@90,6,email,邮件,em@90,可以,em@90,can,,,0.00016452409935296982
444,CMU,1394,整 套 apt 位 于 一 栋 house 的 二 层 ， 三 室 两 厅 ， 中央 空调 ， 各 种 设施 齐全 而且 非常 新 !,整套 公寓 位于 一 栋 房子 的 二 层 ， 三 室 两 厅 ， 中央 空调 ， 各 种 设施 齐全 而且 非常 新 ！,1,apt,整套,套,,Set of,,,,0.0
445,CMU,1398,house 有 中央 空调 循环 ， 通风 和 湿度 都 没有 没 问题 。,房子 有 中央 空调 循环 ， 通风 和 湿度 都 没有 没 问题 。,1,house,房子,有,,There are,,,,0.0
446,CMU,1399,可以 住 两 个 人 或者 couple 。,可以 住 两 个 人 或者 情侣 。,7,couple,情侣,住,或者,live,or,,,9.695170140442864e-05
447,CMU,1401,包含 utilities 么 ？,包含 使用 费么 ？,2,utilities,使用,么,包含,?,contains,,,6.855170806373742e-06
448,CMU,1402,房子 是 两 个 bedroom （ 一 大 ， 一 小 ） ， 厨房 和 卫生间 都 很 大 。,房子 是 两 个 房间 （ 一 大 ， 一 小 ） ， 厨房 和 卫生间 都 很 大 。,5,bedroom,房间,房间,个,The room,a,,,4.896550575981244e-06
449,CMU,1403,具体 情况 可 面谈 ， 有 需要 的 同学 ， 直接 发 email 给 我 就 行了 。,具体 情况 可 面谈 ， 有 需要 的 同学 ， 直接 发 邮件 给 我 就 行了 。,13,email,邮件,发,发,hair,hair,,,0.00016452409935296982
450,CMU,1406,about me : 多伦多 大学 本科 毕业 。,关于 我 ： 多伦多 大学 本科 毕业 。,1,about,关于,me,,我,,,,0.0
451,CMU,1408,整个 apartment 还 包括 一 个 厨房 ， 一 个 餐厅 ， 和 一 个 卫生间 。,整个 公寓 还 包括 一 个 厨房 ， 一 个 餐厅 ， 和 一 个 卫生间 。,2,apartment,公寓,包括,整个,including,The whole,,,4.6963790917202836e-05
452,CMU,1414,房租 包 gas ， water ， sewage ， heat 。,房租 包 燃气 ， 水 ， 污水 ， 暖气 。,3,gas,燃气,包,包,package,package,,,1.2731031497551235e-05
453,CMU,1419,三 层 楼 豪宅 basement 带 车库 带 ， 现 租金 为 $500 一 个 月 不 包 utility ， 家具 齐全 ， 暑期 有意 sub-lease 剩下 三 个 月 的 同学 价格 好 商量 。,三 层 楼 豪宅 地下室 带 车库 带 ， 现 租金 为 $500 一 个 月 不 包 使用费 ， 家具 齐全 ， 暑期 有意 sub-lease 剩下 三 个 月 的 同学 价格 好 商量 。,5,basement,地下室,带,豪宅,with,A person of extraordinary powers curtilage,,,0.0
454,CMU,1429,欢迎 email 联系 联系 方式 ： em@93,欢迎 邮件 联系 联系 方式 ： em@93,2,email,邮件,欢迎,欢迎,welcome,welcome,,,0.00016452409935296982
455,CMU,1431,房间 内 有 air conditioner ， furniture 齐全 ， 可以 直接 拎包 入住 。,房间 内 有 空调 ， 家具 齐全 ， 可以 直接 拎包 入住 。,4,air,空调,有,有,There are,There are,,,0.0033208885955322703
456,CMU,1439,巨大 宽敞 的 全 装修 living room ， 2 .,巨大 宽敞 的 全 装修 客厅 ， 2 。,6,living,客厅,客厅,装修,The sitting room,decorate,,,0.00010282756209560613
457,CMU,1441,living room 很大 ， 可以 放 full size 的 大 床 和 各 种 家具 。,客厅 很 大 ， 可以 放大 号 床垫 的 大 床 和 各 种 家具 。,1,living,客厅,很大,,A large,,,,0.0
458,CMU,1442,虽然 是 客厅 ， 但是 有 隐私 ， 因为 两 个 房间 离 客厅 都 很 远 ， 中间 隔 有 dining room ， kitchen 还有 bathroom 相隔 ， 所以 互相 干扰 不 大 。,虽然 是 客厅 ， 但是 有 隐私 ， 因为 两 个 房间 离 客厅 都 很 远 ， 中间 隔 有 餐厅 ， 厨房 还有 卧室 相隔 ， 所以 互相 干扰 不 大 。,22,dining,餐厅,有,有,There are,There are,,,3.905944848058745e-05
459,CMU,1451,适合 交流 学者 或者 summer 过来 读书 的 女生 。,适合 交流 学者 或者 夏季 过来 读书 的 女生 。,5,summer,夏季,读书,或者,Reading a book,or,,,0.0001224137643995311
460,CMU,1458,公寓 非常 安全 ， 服务 很 好 ， 每 天 白天 公寓 门口 都 有 非常 nice 的 门卫 大叔 负责 开门 、 收取 信件 包裹 。,公寓 非常 安全 ， 服务 很 好 ， 每 天 白天 公寓 门口 都 有 非常 好 的 门卫 大叔 负责 开门 、 收取 信件 包裹 。,17,nice,好,大叔,非常,uncle,very,,,0.00026469031233456857
461,CMU,1460,人 都 很 nice 。,人 都 很 好 。,4,nice,好,好,很,good,very,,,0.00026469031233456857
462,CMU,1461,出租 的 是 house 的 客厅 ， 地方 敞亮 ， 与 其他 屋子 相隔 ， 虽然 是 客厅 也 是 能够 有 隐私 的 。,出租 的 是 房子 的 客厅 ， 地方 敞亮 ， 与 其他 屋子 相隔 ， 虽然 是 客厅 也 是 能够 有 隐私 的 。,4,house,房子,客厅,是,The sitting room,is,,,9.988963175001738e-05
463,CMU,1471,我们 都 很 喜欢 这个 apt ， 生活 在 这里 很 方便 。,我们 都 很 喜欢 这个 公寓 ， 生活 在 这里 很 方便 。,6,apt,公寓,喜欢,这个,like,this,,,4.896550575981244e-06
464,CMU,1473,即刻 就 可以 入住 ， 部分 家具 赠送 或者 on sale 。,即刻 就 可以 入住 ， 部分 家具 赠送 或者 甩卖 。,10,on,甩卖,赠送,或者,giving,or,,,0.0002313208420078649
465,CMU,1476,management 人 非常 nice 。,管理人 非常 好 。,1,management,管理人,非常,,very,,,,0.0
466,CMU,1477,一 、 户型 布局 整 套 房子 有 两 间 bedroom ， 一 间 bathroom ， living room 及 dining room 。,一 、 户型 布局 整 套 房子 有 两 间 卧室 ， 一 间 卧室 ， 客厅 及 餐厅 。,11,bedroom,卧室,及,间,and,between,,,4.896550575981244e-06
467,CMU,1485,房租 便宜 ： $450 全 包 ， 房租 ， 水电 ， wireless ， heating ， 全 都 包括 。,房租 便宜 ： $450 全 包 ， 房租 ， 水电 ， 无 线网 ， 暖气 ， 全 都 包括 。,12,wireless,无,便宜,，,cheap,.,,,1.8606892188728727e-05
468,CMU,1486,两 个 人 都 很 nice ， 不 喜欢 party 。,两 个 人 都 很 好 ， 不 喜欢 聚会 。,6,nice,好,好,很,good,very,,,0.00026469031233456857
469,CMU,1492,房子 可以 不 签 lease ， 但 需要 付 一 个 月 的 押金 。,房子 可以 不 签 租约 ， 但 需要 付 一 个 月 的 押金 。,5,lease,租约,签,签,sign,sign,,,2.3503442764709972e-05
470,CMU,1502,一 间 大 的 bedroom ， 带 独立 卫生间 。,一 间 大 的 卧室 ， 带 独立 卫生间 。,5,bedroom,卧室,带,的,with,the,,,4.896550575981244e-06
471,CMU,1503,一 间 中等 的 bedroom 。,一 间 中等 的 卧室 。,5,bedroom,卧室,卧室,的,The bedroom,the,,,4.896550575981244e-06
472,CMU,1510,经常 要 去 shopping 的 同学 apt 两 室 一 厅,经常 要 去 购物 的 同学 公寓 两 室 一 厅,4,shopping,购物,同学,去,classmate,Go to the,,,0.0003113066578117217
473,CMU,1511,四 居室 的 house 需要 找 一 个 男性 roommate .,四 居室 的 房子 需要 找 一 个 男性 室友 。,4,house,房子,找,的,Looking for a,the,,,0.00023855261340665688
474,CMU,1512,客厅 或者 share bedroom 都 可以 。,客厅 或者 共享 都 可以 。,3,share,共享,都,或者,all,or,,,4.602757541422369e-05
475,CMU,1513,私人 的 parking spot,私人 的 停车 位置,3,parking,停车,spot,的,现货,the,,,0.00011299860635052168
476,CMU,1515,房子 的 lease 从 8 .,房子 的 租约 从 8 。,3,lease,租约,8,的,8,the,,,8.788780493929464e-05
477,CMU,1522,落脚 地方 真诚 请求 师兄 师姐 ， 如果 有 地板 空余 ， 恳请 短期 share 一 个 屋檐 救急 ， 可以 承担 短期 的 一些 租金 。,落脚 地方 真诚 请求 师兄 师姐 ， 如果 有 地板 空余 ， 恳请 短期 分享 一 个 屋檐 救急 ， 可以 承担 短期 的 一些 租金 。,15,share,分享,落脚,短期,arrival,In the short term,,,0.0
478,CMU,1525,两 个 人 住 一 个 apartment 。,两 个 人 住 一 个 公寓 。,7,apartment,公寓,住,个,live,a,,,6.659308783334492e-05
479,CMU,1527,有 一 个 很 大 的 living room ， 两 个 较 大 的 closet ， 一 个 kitchen 。,有 一 个 很 大 的 客厅 ， 两 个 较 大 的 衣橱 ， 一 个 厨房 。,7,living,客厅,有,的,There are,the,,,3.766620211684056e-05
480,CMU,1528,平时 都 是 套 sheet 使用 ， 所以 很 干净 。,平时 都 是 套 床单 使用 ， 所以 很 干净 。,5,sheet,床单,使用,套,use,Set of,,,8.303061754021796e-05
481,CMU,1529,全新 的 baby safety mirror ， 可以 看到 坐在 rear face seat 上 小孩 的 情况 ， $5 。,全新 的 婴儿 安全 镜 ， 可以 看到 坐在 后座 上 小孩 的 情况 ， $5 。,3,baby,婴儿,mirror,的,镜子,the,,,2.5110801411227038e-05
482,CMU,1530,刚刚 email 你 想 商量 一下 价格,刚刚 邮件 你 想 商量 一下 价格,2,email,邮件,想,刚刚,Want to,just,,,7.700452401578593e-05
483,CMU,1536,主要 参数 如下 ： screen size : 34 .,主要 参数 如下 ： 屏幕 大小 ： 34 。,5,screen,屏幕,size,：,大小,:,,,1.5668961843139982e-05
484,CMU,1538,颜色 是 purple 的 ， 很 舒服 ， 非常 实用 ！,颜色 是 紫色 的 ， 很 舒服 ， 非常 实用 ！,3,purple,紫色,紫色,是,purple,is,,,1.958620230392498e-06
485,CMU,1539,前任 车主 都 是 学生 ， 车子 一直 都 在 dealer 定期 保养 ， 有 发票 。,前任 车主 都 是 学生 ， 车子 一直 都 在 卖 车 经销商 定期 保养 ， 有 发票 。,11,dealer,卖,保养,在,maintenance,in,,,0.09654606090060498
486,CMU,1545,客服 很 nice ， 丢 单 必 补 ， 从不 赖账 ；,客服 很 好 ， 丢 单 必 补 ， 从不 赖账 ；,3,nice,好,好,很,good,very,,,0.00026469031233456857
487,CMU,1546,但是 garden 确实 需要 提交 车辆 注册 信息 ， 这 就 是 为什么 我 想 在 plaza 求 个 车位 的 原因 。,但是 花园 确实 需要 提交 车辆 注册 信息 ， 这 就 是 为什么 我 想 在 小区 名 求 个 车位 的 原因 。,2,garden,花园,提交,但是,submit,but,,,1.958620230392498e-06
488,CMU,1547,当时 manager 就 会 给 发 一 张 停车 许可 的 sticker 。,当时 经理 就 会 给 发 一 张 停车 许可 的 贴纸 。,2,manager,经理,给,当时,to,At that time,,,8.303406472505345e-05
489,CMU,1550,写 paper 写 作业 必备 。,写 论文 写 作业 必备 。,2,paper,论文,写,写,write,write,,,5.5820676566186184e-05
490,CMU,1555,可 议价 ， 住 house 必备,可 议价 ， 住房 子 必备,4,house,住房,house,，,房子,.,,,9.988963175001738e-05
491,CMU,1557,现 $4800 出售 ， clean title ，,现 $4800 出售 ， 无 事故 ，,5,clean,无,无,，,There is no,.,,,2.4482752879906222e-05
492,CMU,1566,因 本人 回国 ， t-mobile family plan 现 缺 一 人 ， 每 人 每 月 无线 通话 短信 2 .,因 本人 回国 ， t-mobil 家庭 套餐 现 缺 一 人 ， 每 人 每 月 无线 通话 短信 2 。,6,family,家庭,plan,t-mobile,计划,t-mobile,,,8.519998002207365e-05
493,CMU,1569,车况 ： clean title 。,车况 ： 无 事故 。,3,clean,无,车况,：,?,:,,,2.4482752879906222e-05
494,CMU,1572,最后 半 天 sale 了 ~,最后 半 天 促销 了 ~,4,sale,促销,促销,天,Sales promotion,day,,,5.875860691177493e-06
