,file,type,conversation,speaker,filtered_transcript_2015,length_of_turn,direction_of_code_switches,first_cs_word,first_cs_word_eng_pos,word_length_eng,english_translation,english_wbw_translation,first_cs_word_zh,word_length_zh,first_cs_word_zh_pos,first_cs_word_eng_raw_freq,first_cs_word_zh_raw_freq,first_cs_word_eng_freq,first_cs_word_zh_freq,chinese_translation,chinese_wbw_translation,cs word en surprisal,cs word en wbw surprisal,cs word zh surprisal,cs word zh wbw surprisal
8453,27NC47MBQ_0101,Conversation,27,47,"['脸', '就是', 'face', '你']",4,"['man > eng', 'eng > man']",face,0,4,face is face you,face is face you,脸,1,0,80687050,552222,12.107387900806172,15.5698224650016,脸就是,脸 就是 脸 你,18.495088463591838,18.495088463591838,24.420959724578083,24.420959724578083
8457,27NC50FBP_0101,Conversation,27,50,"['你', '可以', '下次', '可以', 'you', 'know', 'buy', 'bread', 'for', 'her', 'breakfast']",11,['man > eng'],you,2,3,you can be you knowing buy bread for her breakfast next time,you can next time you know buy bread for her breakfast,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,你你次可以可以你知道她的早餐买面包,你 可以 下次 可以 你 知道 她 的 早餐 买 面包,17.057431398735485,17.057431398735485,22.400805225825707,22.400805225825707
8467,27NC47MBQ_0101,Conversation,27,47,"['呃', '如果', '你', '还', '没有', '发现', '的话', 'if', 'you', 'are', 'to', 'choose']",12,['man > eng'],if,2,2,"uh, if you haven't found it yet if you are to chooose","uh, if you haven't found it yet if you are to choose",如果,2,2,411367074,18679385,9.75737062575837,10.48976768335448,如果要选择,呃 如果 你 还 没有 发现 的话 如果 要 选择,10.909568638687489,10.909568638687489,14.995083762478705,17.927475925103387
8468,27NC50FBP_0101,Conversation,27,50,"['所以', '你', 'you', 'are', 'saying', 'that', '你', '已经', '跟', 'jacqueline', '有没有', '相处', '七个', '小时']",14,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",you,2,3,"so you are saying that, have you already got along with jacqueline for seven hours?",so you you are saying that you have followed jacqueline have you got along for seven hours?,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,您是在说你你你已经,所以 你 你 是 说 你 已经 跟 杰奎琳 有没有 相处 七个 小时,9.852068042117903,9.852068042117903,21.990117580804448,23.747440796496527
8469,27NC47MBQ_0101,Conversation,27,47,"['什么', '问题', 'what', 'question', 'are', 'you', 'thinking', 'of']",8,['man > eng'],what,2,4,what question is question are you thinking of,what is the problem what question are you thinking of,什么,2,2,359690925,21321248,9.951039189557278,10.298922753831102,您在想什么问题,什么 问题 你 在 想 什么 问题,16.88545352029912,16.88545352029912,24.010272743942444,24.420959724578083
8470,27NC47MBQ_0101,Conversation,27,47,"['交往', 'is', 'to', 'go', 'steady', 'is', 'it', 'or', 'to']",9,['man > eng'],is,1,2,is to go steady is it or to to,exchanges is to go steady is it or to,是,1,2,2993815184,309573295,6.8938836925876394,6.439005520662573,交往是稳定的还是,交往 是 稳定 的 是,11.832428832028814,9.718503279206766,14.275489027335444,14.275489027335444
8473,27NC47MBQ_0101,Conversation,27,47,"['女孩子', '不', '喜欢', '呃', '男人', '问', '他们', '东西', 'like']",9,['man > eng'],like,2,4,"girls don't like uh, a man asked them things like",girls don't like uh men ask them things like,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,女女不喜欢呃问他们东西他们,女孩子 不 喜欢 呃 男人 问 他们 东西 喜欢,11.148901266790173,11.148901266790173,23.854045787567987,23.854045787567987
8475,27NC47MBQ_0101,Conversation,27,47,"['所以', 'because', '如果']",3,"['man > eng', 'eng > man']",because,2,7,so because if,so because if,因为,2,2,202535883,19981133,10.779619419391045,10.392576248602616,所以因为如果,所以 因为 如果,11.466840679402175,11.466840679402175,22.57583130548194,22.57583130548194
8476,27NC47MBQ_0101,Conversation,27,47,"['呃', '如果', '她', 'not', 'comfortable', 'enough', 'she', ""won't"", 'say', 'yes', ""she'll"", 'say', 'maybe', 'not']",14,['man > eng'],not,2,3,"uh, if she is not comportable enough she say yes say maybe not","uh, if she not comfortable enough she say yes say maybe not",不是,2,2,1729472419,25365893,7.68553684909857,10.048324688812192,呃呃如果不够舒服，她说是说也许不是,呃 如果 她 她 不 舒服 ， 她 说 是 说 也许 不是,4.560345546203847,12.234529957310407,19.661608760765056,19.661608760765056
8481,27NC47MBQ_0101,Conversation,27,47,"['我', '应该', '没有', '什么', '东西', 'on', 'sunday', 'night', 'so', 'i', 'should', 'be', 'free', 'i', 'will', 'go']",16,['man > eng'],on,2,2,i should have nothing to on sunday night so i should be free i will go,i should have nothing on sunday night so i should be free i will go,在,1,2,1590055716,294054706,7.80679153657888,6.513201965687331,我我应该没有什么东西什么在周日晚上，我应该自由,我 应该 没有 什么 东西 在 周日 晚上 ， 所以 我 应该 自由,15.544768187231861,7.584741164958909,14.380125111625063,14.380125111625063
8487,27NC50FBP_0101,Conversation,27,50,"['怎么', '你', 'you', 'you', 'scared', 'i', 'pass', 'something', 'wrong', 'to', 'melissa', 'then', 'she', 'pass', '错误', '的', '东西', '给', 'jacqueline', 'then', '你', '的', '形象', '就', '被', '破坏']",26,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",you,2,3,"why do you you you scald i pass some some to melissa the pass wrong to jacqueline then, your image will be destroyed by your image",how you you you scared i pass something wrong to melissa then she pass the wrong thing jacqueline then your image is destroyed,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,怎么怎么你你害怕我把一些错误的东西传给梅利莎，然后她通过了错误的给,怎么 你 你 你 害怕 我 把 梅利莎 错 了 ， 然后 她 通过 了 错误 的 东西 给 杰奎琳 你 的 形象 就 被 破坏,3.79030766513253,8.276367923085695,21.788277229759093,21.788277229759093
8494,27NC47MBQ_0101,Conversation,27,47,"['我', '可以', '讲', '华语', 'then', 'then', 'they']",7,['man > eng'],then,2,4,i can speak chinese then then they,i can speak chinese then then they,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,然后他们,我 可以 讲 华语 然后 他们,10.485623510832344,10.485623510832344,20.620483305354295,23.784396249973724
8499,27NC50FBP_0101,Conversation,27,50,"['好', 'so', '下次', '你', 'when', 'when', '你', 'got', 'you', 'are', 'you', 'need', 'to', '填', 'application', 'form']",16,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",so,2,2,good so next time you got you are you need to fill application form,good so you next time when when you got you are you need to fill application form,所以,2,2,495581448,13406620,9.488674768835141,10.96826908079729,好所以下下你你你你当你什么时候您需要填申请表,好 所以 下次 你 什么 时候 你 有 你 你 需要 填 申请表,10.463434027736925,10.463434027736925,21.593891285358666,21.593891285358666
8500,27NC50FBP_0101,Conversation,27,50,"['你', '的', 'race', 'you', 'must', 'remember', 'to', '填', 'handsome', 'instead', 'of', 'chinese', 'or', 'indian', 'or', 'anything']",16,"['man > eng', 'eng > man', 'man > eng']",race,0,4,your race you must remember to fill in handsome instead of chinese or indian or anything,your race you must remember to fill handsome instead of chinese or indian or anything,种族,2,0,23164542,617786,13.907806886921847,15.40796365206978,你种族您必须记得填,你 的 你 必须 记得 的 种族 填 英俊 而 不是 中国 或 印第安人 或 任何 东西,11.678955754045017,11.678955754045017,24.028088244315327,23.953010344021205
8502,27NC47MBQ_0101,Conversation,27,47,"['对', 'because', 'no', 'one', 'else', 'is', 'as', 'handsome', 'as', 'me', 'so', 'therefore', ""i'm"", 'the', 'first', 'handsome', 'you', 'have', 'ever', 'met', 'in', 'your', 'whole', 'life']",24,['man > eng'],because,2,7,for because no one else is as handsome as me so therefore the first handsome you have ever,right because no one else is as handsome as me so therefore the first handsome you have ever met in your whole life,因为,2,2,202535883,19981133,10.779619419391045,10.392576248602616,对因为没有其他人像我那样英俊,对 因为 没有 其他人 像 我 那样 英俊,14.42110773853169,10.0971565750306,21.141238719293124,21.141238719293124
8505,27NC50FBP_0101,Conversation,27,50,"['你', '就', '可以', 'you', 'know', 'get', 'mandarin', 'lesson', 'from', 'her']",10,['man > eng'],you,2,3,you can you know get mandarin lesson from her,you can you know get mandarin lesson from her,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,你你就你知道从她那里得到普通话课,你 就 可以 你 知道 从 她 那里 得到 普通话 课,17.057431398735485,17.057431398735485,22.400805225825707,22.400805225825707
8506,27NC47MBQ_0101,Conversation,27,47,"['时间', 'is', 'time', 'table', 'is', '桌子']",6,"['man > eng', 'eng > man']",is,1,2,time is time table is table,time is time table is table,是,1,2,2993815184,309573295,6.8938836925876394,6.439005520662573,时间是时间表是桌子,时间 是 时间表 是 桌子,7.231092354098104,7.231092354098104,14.767598126540822,14.767598126540822
8513,27NC47MBQ_0101,Conversation,27,47,"['你', '会', '认为', '有', '什么', 'what', 'is', '浪漫', '浪漫', 'right', 'yah', 'okay', '浪漫', 'what', 'what', 'will']",16,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",what,2,4,do you think there are any what is romantic right yah okay romantic what what will,what do you think of? what is romantic right yah okay romantic what what will,什么,2,2,359690925,21321248,9.951039189557278,10.298922753831102,什么是什么是正确的，什么是什么,你 会 认为 有 什么 什么 是 浪漫 浪漫 好 吧 ， 好 吧 浪漫 会 怎样,14.325555798810347,16.88545352029912,24.420959724578083,24.240698286244307
8515,27NC50FBP_0101,Conversation,27,50,"['因为', 'you', 'never', 'experience', 'before', 'so', 'you', ""don't"", 'know', 'what', 'what', 'you', 'really', 'wanted', '你', '不', '知道', '你', '会', '想', '要', '什么']",22,"['man > eng', 'eng > man']",you,2,3,"because you never excellent beface so you know what you really wanted, you don’t know what you want",because you never experience before so you know what what you really wanted you don't know what you want,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,因为您以前从未经历过，所以您知道您真正想要什么你你知道你想什么什么,因为 您 以前 从未 经历 过 ， 所以 您 知道 自己 真正 想要 什么 你 不 知道 你 会 想要 什么,7.945221520946849,7.945221520946849,21.788277229759093,21.788277229759093
8517,27NC47MBQ_0101,Conversation,27,47,"['如果', '你', '问', '他', '呃', 'if', 'you', 'ask', 'him', 'do', 'you', 'like', 'me', 'do', 'you', '喜欢', '我', 'then', 'he', 'says', '呃', '我', '喜欢', '你']",24,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",if,2,2,if you ask him uh if you ask him do you like me do you like me then he says,"if you ask him if you ask him do you like me do you like me then he says uh, i like you",如果,2,2,411367074,18679385,9.75737062575837,10.48976768335448,如果如果你呃呃呃如果你问他你喜欢我吗？,如果 你 问 他 呃 如果 你 问 他 ， 你 喜欢 我 吗 ？ 喜欢 我 然后 他 说 呃 我 喜欢 你,15.184054964084469,15.184054964084469,14.995083762478705,14.995083762478705
8519,27NC47MBQ_0101,Conversation,27,47,"['现在', '你', '是', 'you', 'are', 'the', 'girl', 'and', 'is', 'the', '男人', '问', '你']",13,"['man > eng', 'eng > man']",you,2,3,now you are you are the girl and is the man asking you,you are now you you are the girl and is the men ask you,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,现在现在你你是女孩，是男人男人问你,现在 你 是 你 是 女孩 ， 是 男人 问 你,10.015207266472201,17.057431398735485,21.833890624429994,22.395718357334005
8521,27NC47MBQ_0101,Conversation,27,47,"['如果', 'no']",2,['man > eng'],no,2,2,if no,if no,不,1,2,452779722,132786553,9.618987602611762,7.66017748945888,如果不,如果 不,8.82470696696042,8.82470696696042,21.53155098615158,21.53155098615158
8523,27NC47MBQ_0101,Conversation,27,47,"['如果', '呃', '如果', '燕茹', '问', '我', 'if', 'i']",8,['man > eng'],if,2,2,"if uh, if yan ru asked me if i","if uh, if yan ru asked me if i",如果,2,2,411367074,18679385,9.75737062575837,10.48976768335448,如果我,如果 呃 如果 燕茹 问 我 如果 我,15.184054964084469,15.184054964084469,14.995083762478705,14.995083762478705
8528,27NC50FBP_0101,Conversation,27,50,"['这个', 'sentence', 'i', '我', '觉得']",5,"['man > eng', 'eng > man']",sentence,0,8,i think this sentence i i think,this sentence i i think,句子,2,0,15056351,726494,14.529352878903454,15.174119946757456,这个句子i我我,这个 句子 i 我 觉得,13.027434994808502,12.626022505220979,24.08619308520143,24.08619308520143
8541,28NC52FBQ_0101,Conversation,28,52,"['然后', 'they', 'approached', 'you']",4,['man > eng'],they,2,4,then they approached you,then they approached you,他们,2,2,739975345,46390451,8.910319747450705,9.177386768008562,然后他们接近你,然后 他们 走近 你,9.56579756661289,9.56579756661289,24.415873520472005,24.415873520472005
8543,28NC51MBP_0101,Conversation,28,51,"['硬', '要', 'passing', 'comments', '而已']",5,"['man > eng', 'eng > man']",passing,1,7,instead of passing comments,be hard passing comments just,通过,2,2,16318087,23153585,14.41325310781746,10.179979048516524,硬要通过评论而已,硬要 通过 评论 而已,11.306184264105996,16.763238124724168,19.141876500679455,19.141876500679455
8546,28NC52FBQ_0101,Conversation,28,52,"['为什么', '你', '的', 'committee', 'member', 'against', 'you']",7,['man > eng'],committee,0,9,why your committee member against you,why you committee member against you,委员会,3,0,20561586,12842158,14.0797734953421,11.030326986168248,反对您的委员会成员,为什么 你 的 反对 您 的 委员会 成员,13.797512074631337,17.25746628186127,23.977045822558953,23.977045822558953
8557,28NC52FBQ_0101,Conversation,28,52,"['真的', 'then', 'yesterday', '我', '的', 'friend']",6,"['man > eng', 'eng > man', 'man > eng']",then,2,4,really then yesterday my friend,real then yesterday mine friend,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,真的然后昨天我我朋友,真的 然后 昨天 我 的 朋友,12.059586261470924,11.743614759062334,23.888700805839473,23.888700805839473
8558,28NC52FBQ_0101,Conversation,28,52,"['因为', '他们', 'because', 'they', 'were', 'they', 'were', 'spontaneous']",8,['man > eng'],because,2,7,"because they are becape they weey, spontaneous",because of them because they were they were spontaneous,因为,2,2,202535883,19981133,10.779619419391045,10.392576248602616,因为因为，因为他们是自发的,因为 他们 因为 他们 是 自发 的,15.21661982519865,15.21661982519865,17.870370652381034,17.870370652381034
8566,28NC51MBP_0101,Conversation,28,51,"['他', '都', 'tag', '把', '我', 'tag']",6,"['man > eng', 'eng > man', 'man > eng']",tag,0,3,he all tags me tag,he tag me tag,标签,2,0,2237708,95820,17.279631349712602,18.09667211108977,他他标签把标签,他 都 标签 把 我 标签,17.613296935094798,18.842597354754865,24.282874481915428,23.80843239289709
8567,28NC52FBQ_0101,Conversation,28,52,"['他', '帮', '你', 'tag']",4,['man > eng'],tag,0,3,he helps you tag,he helps you tag,标签,2,0,2237708,95820,17.279631349712602,18.09667211108977,他他你标签,他 帮 你 标签,18.105152571186533,18.105152571186533,24.0521247194315,24.0521247194315
8569,28NC51MBP_0101,Conversation,28,51,"['帮', '帮', '人家', 'tag', 'photos']",5,['man > eng'],tag,0,3,help people tag photosos,help others tag photos,标签,2,0,2237708,95820,17.279631349712602,18.09667211108977,帮帮帮标签照片,帮帮 人家 标签 照片,18.68719091461984,17.383476980284634,23.854045787567987,23.80843239289709
8572,28NC51MBP_0101,Conversation,28,51,"['他们', '没有', 'comment', 'directly', 'on', 'photos', '就是']",7,"['man > eng', 'eng > man']",comment,0,7,they do not have comment directly on photos,they do not comment directly on photos that is,评论,2,0,7199806,2345498,15.593695106661896,13.48324846413321,他们直接评论照片就就是,他们 没有 直接 评论 照片 就是,20.800515198456715,14.427389504559121,22.87607713248215,22.87607713248215
8577,28NC51MBP_0101,Conversation,28,51,"['会', 'actually', '我', '根本', '都', '不', '认识', '他', '其实', '讲', '真的']",11,"['man > eng', 'eng > man']",actually,2,8,meeting actually i don't know him at all,meeting actually i don't know him at all,实际上,3,2,32871581,1715,13.402884198871341,23.900718443049342,会实际上是我我都不认识他其实讲,会 实际上 我 根本 都 不 认识 他 其实 讲 真的,15.470421775504233,15.470421775504233,23.830009644644623,23.830009644644623
8585,28NC51MBP_0101,Conversation,28,51,"['好过', '你', '搬', 'newspaper', '整', '身', '粘', '粘', '这些']",9,"['man > eng', 'eng > man']",newspaper,0,9,it's better than you move the whole sticky of the newspaper,it's better than you move newspaper sticky these,报纸,2,0,11013308,1629256,14.980477177704923,14.008929426862304,好报纸整整身粘粘这些粘,好过 你 搬 报纸 整身 粘 粘 这些,12.497482158553359,16.089300301509844,25.051370656157907,23.784396249973724
8594,28NC52FBQ_0101,Conversation,28,52,"['你', '哪里', '是', '我', '的', 'boss', '你', '不要', '自己', '瞎', 'claim', '是', '我', '的', 'boss', 'come', 'on']",17,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",boss,0,4,"where are you my boss, don’t you want to blind, claim is my boss come on",where are you mine boss don't be blind by yourself claim be mine boss come on,老板,2,0,3992458,481667,16.44437590927442,15.767034744376025,你你哪里我老板你你不要自己瞎瞎是是我的的的我,你 哪里 是 我 的 老板 你 不要 自己 瞎 宣称 是 我 的 老板 来,13.834750888575025,16.587209154976083,23.854045787567987,23.977045822558953
8595,28NC51MBP_0101,Conversation,28,51,"['那个', '那个', 'recording', '很', '像', '很']",6,"['man > eng', 'eng > man']",recording,1,9,that recording is very similar,that one recording very similar,记录,2,0,7096016,2253578,15.61464387746503,13.540925349846011,记录很很像很像,那个 那个 记录 很 像 很,14.219459062737407,14.139413883363003,23.09781450404464,23.830009644644623
8601,28NC52FBQ_0101,Conversation,28,52,"['我', '不会', 'stumble', '很', '像', '你', '这种', '就', '会', 'stumble']",10,"['man > eng', 'eng > man', 'man > eng']",stumble,0,7,"i won't be stumble like you, so you will start",i won't stumble it's like you like this stumble,绊倒,2,1,648505,0,19.066463537206655,34.64471130410952,tumble的绊倒很很你这这会会会会,我 不会 绊倒 很 像 你 这种 就 会 绊倒,19.647276966385284,17.821270561981745,23.977045822558953,23.80843239289709
8603,28NC52FBQ_0101,Conversation,28,52,"['所以', '我们', '要', 'gossip', 'about', '他们']",6,"['man > eng', 'eng > man']",gossip,0,6,so we want gossip about them,so we want gossip about them,八卦,2,0,2071479,34757,17.390991945272273,19.559695361162174,大约八卦他们,所以 我们 要 八卦 他们,19.745101104923528,19.745101104923528,23.91273661657003,23.854045787567987
8604,28NC52FBQ_0101,Conversation,28,52,"['为什么', '那个', '东西', '就是', '我', '的', 'frequency', '很', '像', '比较', '高', '这样']",12,"['man > eng', 'eng > man']",frequency,0,9,why is that thing that is very similar to my frequency,why is that thing mine frequency very similar,频率,2,0,17966085,353711,14.27444898060622,16.2124997438013,频率频率很很很很像像比较高高高,为什么 那个 东西 就是 我 的 频率 很 像 比较 高 这样,17.41416661298925,16.563857661433072,22.77816429846377,22.37293989638736
8618,28NC52FBQ_0101,Conversation,28,52,"['在', '台湾', '在', '台湾', '还是', '在', '中国', '你', '要', '讲', '什么', 'what', 'what', 'is', 'excuse', 'me', 'in', 'chinese']",18,['man > eng'],what,2,4,"in taiwan, in taiwan, you are still talking about what what is excuse me in chinese",what do you want to say in taiwan or in china? what what is excuse me in chinese,什么,2,2,359690925,21321248,9.951039189557278,10.298922753831102,在台湾台湾台湾还是在中国你要讲什么什么什么什么什么什么什么,在 台湾 在 台湾 还是 在 中国 你 要 讲 什么 什么 是 中文 的 理由,6.69201816768002,16.88545352029912,23.854045787567987,23.854045787567987
8624,28NC52FBQ_0101,Conversation,28,52,"['然后', '我', '然后', '我', '就', '我', 'i', 'i', 'wanted', 'a', 'straw', 'then', '我', '就', '跟', '他', '讲', '说']",18,"['man > eng', 'eng > man']",i,2,1,then i then i i i wanted a straw then i will talk to him,then i will me i i wanted a straw then i just talk to him,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,我想要一根稻草然后我我就跟说讲说说,然后 我 然后 我 就 我 我 想要 一根 稻草 我 就 跟 他 讲 说,17.425950156327435,17.425950156327435,21.795383498339675,21.80974585445792
8626,28NC52FBQ_0101,Conversation,28,52,"['然后', 'that', 'was', 'my', 'first', 'embarrassment']",6,['man > eng'],that,2,4,then that was my first embarrassment,then that was my first embarrassment,那,1,2,2879609242,16482481,6.94999580169036,10.670281221588224,然后那是我的第一个尴尬,然后 那 是 我 的 第一个 尴尬,9.194007374233097,9.194007374233097,22.073184053781155,22.073184053781155
8645,28NC51MBP_0101,Conversation,28,51,"['没有', '我', '记得', 'william', '是', 'william', '是', '你', 'persuade', 'jason', '是', '自己', '来', '的']",14,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",william,0,7,"without i remember that william is william, you are your persuade jason.",no one i remember william yes william it's you persuade jason i came by myself,威廉,2,0,52050864,155084,12.739802933957305,17.40202097831711,威廉·威廉·威廉·威廉·是说服杰森是是是自己自己的,没有 我 记得 威廉 是 威廉 是 你 说服 杰森 是 自己 来 的,25.85743983031042,23.808007850486565,24.284204581924616,23.784396249973724
8647,28NC51MBP_0101,Conversation,28,51,"['我', '也', '是', '这样', '觉得', '不会', 'i', 'think', 'they', 'will', 'talk', 'about', 'business', 'and', 'work']",15,['man > eng'],i,2,1,i do n’t think so too. i think they will talk about business and work,i think so too i think they will talk about business and work,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,我认为他们会谈论业务和工作,我 也 是 这样 觉得 不会 我 认为 他们 会 谈论 业务 和 工作,17.056599255747717,17.056599255747717,21.795383498339675,21.795383498339675
8654,29NC54FBQ_0101,Conversation,29,54,"['我们', '的', 'budget', '多少']",4,"['man > eng', 'eng > man']",budget,0,6,how much is our budget,our budget how many,预算,2,0,8982512,2303641,15.274534182509608,13.50922683045068,我们预算多少,我们 的 预算 多少,12.48744860693556,12.010962535560441,23.784396249973724,23.953010344021205
8655,29NC53MBP_0101,Conversation,29,53,"['我', '不', '知道', 'i', 'thought', 'you', 'are', 'the', 'fin', 'controller']",10,['man > eng'],i,2,1,i don’t know i thought you are the fin constroller,i have no idea i thought you are the fin controller,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,我我知道我以为你是鳍片控制器,我 不 知道 我 以为 你 是 鳍 片 控制器,17.056599255747717,17.056599255747717,21.795383498339675,21.795383498339675
8662,29NC54FBQ_0101,Conversation,29,54,"['魔术', '表演', 'i', 'think', '五百', '块', '就', '花', '完', '了']",10,"['man > eng', 'eng > man']",i,2,1,magic performance i think 500 yuan will be finished,magic show i think it took five hundred yuan to finish,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,我认为五百五百就就完完,魔术 表演 我 认为 五百块 就 花完 了,17.811215085638523,15.826251432159333,21.795383498339675,21.67566718927051
8665,29NC53MBP_0101,Conversation,29,53,"['不', '懂', 'performances', 'is', 'a', 'big', '头痛']",7,"['man > eng', 'eng > man']",performances,0,12,don't understand performances is a big headache,don't know performances is a big headache,表演,2,0,3748309,1511828,16.535413250475553,14.116848720664253,表演是一个很大的表演,不 懂 表演 很大 头痛,14.678167171527122,15.16656833459298,22.632274517934984,22.87607713248215
8673,29NC54FBQ_0101,Conversation,29,54,"['全', '如果', 'we', 'buy', 'everybody', 'outside', 'right', 'then', '很', '奇怪']",10,"['man > eng', 'eng > man']",we,2,2,all if we buy everybody outside right then is strange,all if we buy everybody outside right then strange,我们,2,2,600896170,73177380,9.210681223869788,8.519816876703524,全如果我们在外面买了所有人，然后很很,全 如果 那时 我们 会 在 外面 买 大家 很 奇怪,3.4391978039146474,3.4391978039146474,24.04216557900303,23.80843239289709
8674,29NC53MBP_0101,Conversation,29,53,"['这个', '你', '要', '跟', 'qwee', 'swee', '讲']",7,"['man > eng', 'eng > man']",qwee,0,4,you have to talk to qwee swee,you have to follow this qwee swee speak,Qwee,4,0,0,0,38.37322170940093,34.64471130410952,这个跟跟Qwee swee讲,这个 你 要 跟 Qwee   Swee 讲,27.901146467062738,25.510627215276084,23.89032024578573,23.89032024578573
8675,29NC53MBP_0101,Conversation,29,53,"['就', '很', 'cock', 'right']",4,['man > eng'],cock,0,4,it's cock right,very much cock right,公鸡,2,0,1867408,7632,17.54061597133973,21.746865848104008,就公鸡对,就 很 公鸡 对,17.733282652532463,21.155154276082605,23.91273661657003,23.80843239289709
8677,29NC54FBQ_0101,Conversation,29,54,"['没有', 'door', 'gift', '每个', '人', '都', '有', '比较', '好']",9,"['man > eng', 'eng > man']",door,0,4,no door gift is better for everyone,no door gift everyone has better,门,1,0,51093776,3564276,12.766577485549433,12.879533678392912,没有门礼物每每个人有好比较好,没有 门 礼物 每个 人 都 有 比较 好,15.960956280792635,15.960956280792635,23.242165567479876,23.242165567479876
8685,29NC54FBQ_0101,Conversation,29,54,"['唱', '很', '久', 'i', 'was', 'thinking', 'we', 'get', 'sing', 'and', 'strum', 'to', 'sing', 'background']",14,['man > eng'],i,2,1,sing for a long time i was thinking we get sing and struum to sing background,for a long time i was thinking we get sing and strum to sing background,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,唱唱久我以为我们会唱歌和唱歌来唱歌背景,唱 很 久 我 以为 我们 会 唱歌 和 唱歌 来 唱歌,20.915396441183777,20.915396441183777,21.202304726883007,21.202304726883007
8689,29NC53MBP_0101,Conversation,29,53,"['谁', '是', 'cultural', 'sect', 'dan']",5,['man > eng'],cultural,0,8,who is cultural sect dan,who is cultural sect dan,文化,2,0,22848811,32083295,13.927605952511504,9.7093923236648,谁文化教派丹,谁 是 文化 教派 丹,17.773151436948872,17.773151436948872,22.249939861396395,22.97058797993855
8691,29NC53MBP_0101,Conversation,29,53,"['新', '的', 'freshie', '还是', 'senior']",5,"['man > eng', 'eng > man', 'man > eng']",freshie,0,7,the new freshie is still senior,new freshie still senior,新鲜,2,2,1204,369906,28.13960203264123,16.147912128021176,新新鲜还还是,新 的 新鲜 还是 高级 的,25.96820055342858,24.206616632762,24.110228563739177,23.977045822558953
8692,29NC54FBQ_0101,Conversation,29,54,"['我', '也', '不', '懂', 'no']",5,['man > eng'],no,2,2,i don't understand no,i don't understand either no,不,1,2,452779722,132786553,9.618987602611762,7.66017748945888,我也不懂,我 也 不 懂 不,13.483284252279754,9.619216163535535,21.09002953674639,21.09002953674639
8699,29NC54FBQ_0101,Conversation,29,54,"['可是', 'biz', 'mag', '的', '叫', 'biz', 'mag', '的', '做']",9,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",biz,0,3,but biz mag's name is biz mag,but biz mag scream biz mag do,Biz,3,0,89878,0,21.917541308384227,34.64471130410952,Biz mag的的的biz mag的的做,可是 Biz   Mag 的 叫 Biz   Mag 的 做,23.467239483620872,23.467239483620872,22.816854130599303,22.308630690398438
8706,29NC54FBQ_0101,Conversation,29,54,"['没有', '没有', 'i', 'think', 'is', 'under', 'his', 'name']",8,['man > eng'],i,2,1,there is no i think is under his name,no no i think is under his name,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,没有没有我认为是他的名字,没有 没有 我 认为 是 他 的 名字,18.584352657815174,17.29962321034944,21.24791812155391,21.24791812155391
8710,29NC54FBQ_0101,Conversation,29,54,"['为什么', 'she', 'changed', 'her']",4,['man > eng'],she,2,3,why is she changed her,why she changed her,她,1,2,465531063,19383165,9.578919514116503,10.436410477968955,为什么她改变了她,为什么 她 改变 了 她,6.473493432778093,4.878077670502729,22.830463737811247,22.830463737811247
8712,29NC53MBP_0101,Conversation,29,53,"['她', '就', '是', '那', 'unlucky', 'few']",6,['man > eng'],unlucky,0,7,she is the unlucky few,she is that unlucky few,不幸,2,2,753344,776891,18.850272440761664,15.077358631027517,她就那不幸的很少,她 就是 那 不幸 的 人 很少,17.477196544468832,23.317649739580002,25.057277044310617,25.057277044310617
8716,29NC53MBP_0101,Conversation,29,53,"['她', '是', 'float', 'around', '的']",5,"['man > eng', 'eng > man']",float,0,5,she is float around,she is float around of,漂浮,2,1,2580534,31698,17.07398350100362,19.692607108836,她是漂浮在周围,她 是 漂浮 在 周围 的,21.301933668955204,21.301933668955204,24.574693906110138,24.574693906110138
