,file,type,conversation,speaker,filtered_transcript_2015,length_of_turn,direction_of_code_switches,first_cs_word,first_cs_word_eng_pos,word_length_eng,english_translation,english_wbw_translation,first_cs_word_zh,word_length_zh,first_cs_word_zh_pos,first_cs_word_eng_raw_freq,first_cs_word_zh_raw_freq,first_cs_word_eng_freq,first_cs_word_zh_freq,chinese_translation,chinese_wbw_translation,cs word en ch surprisal,cs word en wbw ch surprisal,cs word zh h5 surprisal,cs word zh wbw h5 surprisal
7155,20NC40FBQ_0101,Conversation,20,40,"['然后', 'sarah', 'was', 'imitating', '他']",5,"['man > eng', 'eng > man']",sarah,0,5,then sarah was imitating him,then sarah was imitating he,莎拉,2,1,9963826,0,15.124953312308625,34.64471130410952,然后莎拉在模仿他,然后 莎拉 在 模仿 他,17.949189708095616,17.949189708095616,19.205747212159856,19.205747212159856
7156,20NC39MBP_0101,Conversation,20,39,"['真的', 'really']",2,['man > eng'],really,2,6,really,real really,真的,2,2,58626787,0,12.56816505217978,34.64471130410952,真的真的,真的 真的,9.429529750810943,9.68310913193417,10.928021949254589,10.928021949254589
7166,20NC40FBQ_0101,Conversation,20,40,"['那个', 'north', '还是', 'south', '的', 'area', 'north', '还是', 'west', '的']",10,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",north,0,5,that north is still av north or west,that north still south of area north still west of,北,1,0,40516235,1536705,13.101224928286166,14.093302496162009,那个北还还南部北部北部北部还西的,那个 北 还是 南 的 北区 还是 西方 的,16.190758629383893,16.190758629383893,17.442240227319143,17.442240227319143
7167,20NC39MBP_0101,Conversation,20,39,"['可是', 'you', 'house', 'is', 'very', 'far']",6,['man > eng'],you,2,3,but you hold is very far,but you house is very far,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,可是你的房子很远,可是 你 的 房子 很 远,4.51204138977609,4.51204138977609,2.586545564280338,2.586545564280338
7168,20NC40FBQ_0101,Conversation,20,40,"['现在', 'school', 'holiday', '我', '想', 'go', 'home', 'and', 'rest', 'and', 'stare', 'at', 'the', 'computer', 'the', 'whole', 'day']",17,"['man > eng', 'eng > man', 'man > eng']",school,0,6,now school holiday i want to go home and rest and start at the computer the who day,now school holiday i think go home and rest and stare at the computer the whole day,学校,2,0,84469404,9782171,12.04129617350694,11.422988050451526,现在学校假期我想我整天回家休息，凝视电脑,现在 学校 假期 我 想 整天 回家 休息 ， 凝视 电脑,12.491554510060842,12.491554510060842,11.226253026865242,11.226253026865242
7169,20NC40FBQ_0101,Conversation,20,40,"['可是', 'home', 'more', 'comfortable']",4,['man > eng'],home,0,4,but home more comfortable,but home more comfortable,家,1,0,99061705,20227283,11.81139759306548,10.37491209487451,可是家更舒适,可是 家 更 舒适,14.479452090433433,14.479452090433433,11.869013226137808,11.869013226137808
7172,20NC39MBP_0101,Conversation,20,39,"['真的', 'i', ""didn't"", 'notice', 'it']",5,['man > eng'],i,2,1,really i notice it,real i notice it,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,真的我注意到了,真的 我 注意 到 了,12.428612609675772,10.677563851769317,7.292489225726241,7.292489225726241
7173,20NC40FBQ_0101,Conversation,20,40,"['因为', 'you', 'are', 'on', 'the', 'other', 'side', 'of', 'the', 'block']",10,['man > eng'],you,2,3,because you are on the other side of the block,because you are on the other side of the block,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,因为你在块的另一侧,因为 你 在 块 的 另一侧,3.831057757072513,3.831057757072513,3.1250535612739294,3.1250535612739294
7174,20NC40FBQ_0101,Conversation,20,40,"['可是', 'during', 'exam', 'time', '的', '时候', '就', '会', '有', '那个', '很', '吵', '的', '鸟']",14,"['man > eng', 'eng > man']",during,2,6,"but when during exam time, there will be that noisy bird",but during exam time there will be that noisy bird when you are,期间,2,0,126137445,5395193,11.462800334456643,12.28146816521801,考试期间的的时候会那个很吵的的,可是 在 考试 期间 的 时候 就 会 有 那个 很 吵 的 鸟,14.50094861932826,15.86584848285758,17.08178611456315,16.93061646152035
7175,20NC40FBQ_0101,Conversation,20,40,"['有时候', 'five', 'a.', 'm.', 'plus', '就', '开始', '叫', '不然', '就是', 'six', 'six', 'a.', 'm.', 'plus']",15,"['man > eng', 'eng > man', 'man > eng']",five,2,4,sometimes five a. m. plus starts to call or it is six six a. m. plus,"sometimes five a. m. plus starting to be called, otherwise it is six six a. m. plus",五,1,2,74183125,27314522,12.22863400184238,9.941546463585984,有时候五a。m。加上六六个a。m。加,有时候 五 a 。 m 。 加 就 开始 叫 不然 就是 六六 。 m 。 加,11.219497886084289,11.219497886084289,10.716452335204925,10.716452335204925
7178,20NC39MBP_0101,Conversation,20,39,"['你', '房间', '里面', 'have', 'a', 'fan', ""isn't"", 'it']",8,['man > eng'],have,1,4,have a fan it in your room,in your room have a fan it,有,1,1,1018751481,158123333,8.449066698765625,7.408236274596941,你里面里面有风扇,你 房间 里面 有 风扇,11.041534889799365,9.686861914102964,4.145941660222838,3.313195210995837
7184,20NC40FBQ_0101,Conversation,20,40,"['所以', 'i', 'only', 'join', '一个', 'recrea~', 'game']",7,"['man > eng', 'eng > man', 'man > eng']",i,2,1,so i only job a recrea ~ game,so i only join one recrea~ game,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,所以我只加入一个招募〜游戏,所以 我 只 加入 一个 招募 游戏,12.730720709565972,12.730720709565972,1.9654072966881806,1.9654072966881806
7193,20NC39MBP_0101,Conversation,20,39,"['他', '他', '的', 'knee', '严重']",5,"['man > eng', 'eng > man']",knee,2,4,his knee is serious,he knee serious,膝盖,2,0,5644274,48381,15.944865115138352,19.08255833547929,他的膝盖严重,他 他 的 膝盖 严重,16.887146374856272,18.72102010156694,18.333402250586243,18.291330031264494
7196,20NC40FBQ_0101,Conversation,20,40,"['你', '没有', '看到', '好像', 'she', 'is', 'not', 'in', 'the', 'not~', 'not', 'participate', 'in', 'your', 'camp']",15,['man > eng'],she,2,3,you didn't see it like she is not in the not ~ not participate in your camp,you didn't see it seemed she is not in the not~ not participate in your camp,她,1,2,465531063,19383165,9.578919514116505,10.436410477968955,她不在您的营地,你 没有 看到 好像 她 不 在 不 参加 您 的 营地,7.9918593982422115,9.285980600817814,6.838913163650321,9.120298440506877
7197,20NC39MBP_0101,Conversation,20,39,"['为什么', '很', '好玩', '的', 'you', 'can', 'play', 'chair']",8,['man > eng'],you,2,3,why is it fun you can play chair,why is it fun you can play chair,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,为什么为什么好玩的你可以扮演椅子,为什么 很 好玩 的 你 可以 扮演 椅子,5.6381760105213345,5.6381760105213345,6.691750420275572,6.691750420275572
7207,20NC39MBP_0101,Conversation,20,39,"['那个', '是', 'elevator']",3,['man > eng'],elevator,0,8,that is elevator,that is elevator,电梯,2,0,2334202,97066,17.21872372393806,18.07803288351107,那个电梯,那个 是 电梯,17.5568517294849,17.5568517294849,17.00664310447837,16.818780098085064
7210,20NC40FBQ_0101,Conversation,20,40,"['哪里', '宿舍', 'why', 'got', 'so']",5,['man > eng'],why,2,3,where is the dormitory why got so,where is the dormitory why got so,为什么,3,2,56621338,4608718,12.618379203696405,12.508777240586207,哪里为什么这样做,哪里 宿舍 为什么 这样 做,10.368509268039901,10.368509268039901,12.121524607378529,12.186149396536468
7213,20NC40FBQ_0101,Conversation,20,40,"['不然', 'if', 'i', 'say', 'in', 'english', '我', '就', '不会', 'convert', 'back', 'to', 'chinese']",13,"['man > eng', 'eng > man', 'man > eng']",if,2,2,"otherwise if i say in english, i won't connect to chinese",otherwise if i say in english i won't convert back to chinese,如果,2,2,411367074,18679385,9.75737062575837,10.48976768335448,不然如果我用英语说我我不不会会会会,不然 如果 我用 英语 说 我 就 不会 转换 回 中文,9.351872373351142,9.351872373351142,11.178202665743935,11.178202665743935
7214,20NC40FBQ_0101,Conversation,20,40,"['我', '喜欢', '看', 'and']",4,['man > eng'],and,2,3,i like watching and,i like to watch and,和,1,2,8169066412,248927028,5.44569764359671,6.753563661238124,我我看和,我 喜欢 看 和,6.152483229835176,6.4549710261066195,11.675674685665697,10.925423869291578
7219,20NC40FBQ_0101,Conversation,20,40,"['很多', '很多', '吧', 'i', 'think', 'there', 'is', 'maybe', 'already', 'hundred', 'plus', '我', '也', '不', '知道']",15,"['man > eng', 'eng > man']",i,2,1,"a lot of it, i think there is maybe already hundred plus, i don't know","there are a lot, a lot i think there is maybe already hundred plus i don't know either",我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,我认为可能已经有一百多个我我不知道,很多很多 吧 我 认为 可能 已经 有 一百多个 我 也 不 知道,10.939188278352741,11.791129957567556,4.324580004489453,3.386960484622544
7220,20NC40FBQ_0101,Conversation,20,40,"['可是', 'i', 'am', 'more', 'addicted', 'to']",6,['man > eng'],i,2,1,but i am more addict to,but i am more addicted to,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,可是我更沉迷于,可是 我 更 沉迷于,12.858450505778439,12.858450505778439,3.539702074039846,3.539702074039846
7225,20NC39MBP_0101,Conversation,20,39,"['发生', '了', '什么', '事', 'what', 'happen']",6,['man > eng'],what,2,4,what happened what happy,what happened what happen,什么,2,2,359690925,21321248,9.951039189557278,10.298922753831102,发生了什么事,发生 了 什么 事 发生 什么 事,8.128572020216062,8.128572020216062,7.326540649662885,7.326540649662885
7232,20NC40FBQ_0101,Conversation,20,40,"['可是', 'after', 'first', 'three', 'months', '换班', 'like', '换', 'classmates']",9,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",after,2,5,"but after the three months, the classmates",but after first three months change class like change classmates,后,1,2,234413488,35577298,10.568741366417,9.56025769393665,可是前三个月后换班班喜欢换同学,可是 前 三个 月 后 换班 喜欢 换 同学,11.204974748646253,11.204974748646253,13.383088257081761,13.383088257081761
7236,20NC40FBQ_0101,Conversation,20,40,"['可是', '这样', 'then', 'they', 'slack', '我', '也', '一起', 'slack']",9,"['man > eng', 'eng > man', 'man > eng']",then,2,4,"but then then, i also slabs together",like this then they slack i'm together too slack,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,可是可是然后他们松弛我也一起一起,可是 这样 然后 他们 松懈 我 也 一起 松弛,4.874668707891756,10.07203482600582,8.849121477493796,9.079769588978015
7238,20NC40FBQ_0101,Conversation,20,40,"['可是', '可以', '进', 'uni', 'is', 'already', 'very', 'good']",8,['man > eng'],uni,2,3,but you can enter the uni is almedy very good,but can enter uni is already very good,Uni,3,0,246046,1967,20.464653172375648,23.70293006183099,Uni已经很好,可是 可以 进 Uni 已经 很 好,17.17270064266403,16.391349935465573,19.732926238455768,16.8855332465734
7240,20NC40FBQ_0101,Conversation,20,40,"['我', '是', 'service', 'learning', 'club', 'and', 'i', 'noticed', 'that', '你', '一直', '在', '问', '我', '问题', 'so', 'i', 'am', 'just', 'talking', 'right']",21,"['man > eng', 'eng > man', 'man > eng']",service,0,7,"i am a service learning club and i noticed that, you have been asking me the question so i am just talking right",i am service learning club and i noticed that you have been asking me questions so i am just talking right,服务,2,0,60653992,16773359,12.519122444376595,10.645043010782045,我我服务学习俱乐部，我注意到你你一直在我问题问题问题问题问题问题问题,我 是 服务 学习 俱乐部 ， 我 注意 到 你 一直 在 问 我 问题 所以 我 只是 说话,12.944143627299772,14.867428709648376,18.843596258532994,17.223734427407354
7243,20NC39MBP_0101,Conversation,20,39,"['对', 'i', 'think']",3,['man > eng'],i,2,1,to i think,right i think,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,对我想,对 我 认为,12.078729868696144,13.773622760929765,4.8138697833206985,4.8138697833206985
7245,20NC40FBQ_0101,Conversation,20,40,"['所以', '是', 'what', 'kind', 'of', 'sports', 'frisbee', '还有', '什么']",9,"['man > eng', 'eng > man']",what,2,4,so what else is there?,so it is what kind of sports frisbee what else,什么,2,2,359690925,21321248,9.951039189557278,10.298922753831102,所以是什么样的运动飞盘还还有有什么,所以 是 什么样 的 运动 飞盘 还有 什么,5.676915339385482,7.691597625987151,4.864334189588561,4.121231830281828
7247,20NC39MBP_0101,Conversation,20,39,"['那个', 'surf']",2,['man > eng'],surf,0,4,that surf,that surf,冲浪,2,1,1062737,12273,18.353868528853365,21.06151098150032,那个冲浪,那个 冲浪,18.472364150073144,18.472364150073144,17.899123268813526,17.899123268813526
7263,20NC40FBQ_0101,Conversation,20,40,"['我', '的', '爸爸', '跟', '我', '的', 'siblings', '讲话', 'is', 'all', 'in', 'chinese']",12,"['man > eng', 'eng > man', 'man > eng']",siblings,0,8,my father speaks to my siblings is all in chinese,my father is with me siblings speaking is all in chinese,兄弟姐妹,4,0,1567181,0,17.793481328024736,34.64471130410952,我的爸爸我的兄弟姐妹讲话全都是中文,我 的 爸爸 跟 我 的 兄弟姐妹 讲话 全都 是 中文,17.084877833041066,17.890831736288686,18.334985481516267,18.334985481516267
7265,20NC40FBQ_0101,Conversation,20,40,"['跟', '我', '妈妈', '讲', 'english', '的']",6,"['man > eng', 'eng > man']",english,0,7,tell my mother to english,tell my mother english of,英语,2,0,63389720,962419,12.455476149738429,14.768405705305852,英语跟跟我我我,跟 我 妈妈 讲 英语 的,17.921915017472546,17.00693643072915,13.304518678167103,7.122697175976311
7269,20NC40FBQ_0101,Conversation,20,40,"['其实', 'i', 'know', 'but', '就是', 'i', 'everytime', 'i', 'have', 'to', 'take', 'some', 'time', 'to', '记得', '哪', '一个', '是', '哪', '一个']",20,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",i,2,1,"in fact, i know but is i everytime i have to take some time to. remember which one is",actually i know but that is i everytime i have to take some time to remember which one is,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,其实我知道，但是每次我不得不花一些时间来记得记得是哪一一,其实 我 知道 但是 就是 每次 我 都 必须 花 一些 时间 记得 哪 一个 是 哪 一个,10.468273744778367,11.782561044046794,1.6086610204138605,1.6086610204138605
7274,20NC40FBQ_0101,Conversation,20,40,"['生理学', 'is', 'bio', 'right']",4,['man > eng'],is,1,2,physiology is bio right,physiology is bio right,是,1,2,2993815184,309573295,6.89388369258764,6.439005520662573,生理学是生物正确的,生理学 是 生物 对 的,7.201612899798455,7.201612899798455,7.100273829143012,7.100273829143012
7275,20NC39MBP_0101,Conversation,20,39,"['应该', '是', '可是', 'you', 'are', 'taking', 'bio', '所以', '你', 'know', 'the']",11,"['man > eng', 'eng > man', 'man > eng']",you,2,3,"it should be you are taking bio, so you know the",it should be you are taking bio so you know the,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,应该是可是你正在接受生物所以所以知道,应该 是 可是 你 正在 接受 简历 所以 你 知道,7.119145702650067,7.119145702650067,4.70597787730528,4.70597787730528
7277,20NC39MBP_0101,Conversation,20,39,"['是', 'in', '华语', '是', '怎么', '说', '的']",7,"['man > eng', 'eng > man']",in,2,2,what is in chinese?,yes in what does chinese language say,在,1,2,5457466530,294054706,6.027637478050382,6.513201965687331,是在华语华语怎么说说的的,是 在 华语 是 怎么 说 的,6.191280028055365,7.7778647766832805,6.084920859662929,6.084920859662929
7279,20NC40FBQ_0101,Conversation,20,40,"['好像', 'bio', 'physics', 'chem']",4,['man > eng'],bio,0,3,it seems to be bio physics chem,like bio physics chem,生物,2,0,402858,2659790,19.75330982994964,13.301830390531965,好像生物物理化学,好像 生物 物理学,17.349141531495878,17.938668497433493,15.259275707286669,15.259275707286669
7280,20NC39MBP_0101,Conversation,20,39,"['化学', '应该', '是', 'chemistry']",4,['man > eng'],chemistry,0,9,chemistry should be chemistry,chemistry should be chemistry,化学,2,0,4123570,2123342,16.397759241709124,13.626805974485755,化学化学,化学 应该 是 化学,18.752852145343386,18.752852145343386,13.468163832170253,13.468163832170253
7288,20NC40FBQ_0101,Conversation,20,40,"['真的', 'i', 'think', 'about', 'but', '现在', 'i', ""don't"", 'know', 'write', 'of', 'more', 'of', 'the', 'creative', 'writing', '我', '用', '比较', 'nice', 'for', 'caps']",22,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",i,2,1,really i think about but now i know the more of more of the creative writing. i use nice for caps,real i think about but now i know write of more of the creative writing i use comparison nice for caps,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,真的我想，但是现在我知道写更多创意写作我我用比较比较比较,真的 我 想 ， 但是 现在 我 知道 写 更 多 创意 写作 我用 比较 适合 帽子,12.428612609675772,10.677563851769317,7.292489225726241,7.292489225726241
7289,20NC40FBQ_0101,Conversation,20,40,"['现在', '是', 'language', 'of', 'very', 'basic', 'english']",7,['man > eng'],language,0,8,now is language of very basic english,it is language of very basic english,语言,2,0,50978745,7325490,12.769829187807362,11.840217470550575,英语非常基本的语言,现在 是 非常 基本 的 英语 语言,15.319955042446312,15.848487090055272,12.489419839067066,12.2732078305048
7297,20NC39MBP_0101,Conversation,20,39,"['对', '超过', 'you', 'sleep', 'less', 'than', '五个', '小时', 'a', '五个', '小时', 'a', 'day']",13,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",you,2,3,five hours of five hours a day for more than you sleep less than,be more than you sleep less than five hours a five hours a day,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,对超过你睡得不到五个个小时五个,对 超过 你 睡 得不到 五个 小时 A 五个 小时 一天,7.179431057137655,7.179431057137655,7.017690032318493,7.017690032318493
7299,20NC39MBP_0101,Conversation,20,39,"['我', '以为', 'you', 'sleep', 'a', 'lot', 'in', 'the', 'day']",9,['man > eng'],you,2,3,i think you sleep a lot in the day,i thought you sleep a lot in the day,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,我以为你一天睡很多,我 以为 你 一天 睡 很多,5.807605305723302,4.45509756275915,2.242093843543039,2.242093843543039
7305,20NC40FBQ_0101,Conversation,20,40,"['就是', 'must', 'be', 'just', 'the', 'sufficient', 'amount', '好像', '八个', '小时']",10,"['man > eng', 'eng > man']",must,2,4,it is must be just the support amount like eight hours,that is must be just the sufficient amount it seems to be eight hours,必须,2,1,244955684,21433963,10.505276181712617,10.291316020314722,就是必须只是足够的量好像好像个小时小时小时,就是 必须 只是 足够 的 数量 好像 八个 小时,13.947880810810462,13.520761248467844,14.067443978994456,14.067443978994456
7306,20NC40FBQ_0101,Conversation,20,40,"['可是', 'if', 'i', 'everyday', 'sleep', 'six', 'hours', '我', '是']",9,"['man > eng', 'eng > man']",if,2,2,but if i everyday sleep six hours i am,but if i everyday sleep six hours i am,如果,2,2,411367074,18679385,9.75737062575837,10.48976768335448,可是如果我每天睡觉六个小时我我是,可是 如果 我 每天 睡 六个 小时 我 是,6.337880701196458,6.337880701196458,10.934560500323755,10.934560500323755
7308,20NC40FBQ_0101,Conversation,20,40,"['可能', '是', '如果', 'if', 'i', 'sleep', 'early']",7,['man > eng'],if,2,2,maybe if if ilep early,it may be if if i sleep early,如果,2,2,411367074,18679385,9.75737062575837,10.48976768335448,可能可能是如果我早睡,可能 是 如果 如果 我 早睡,5.571233512131593,9.870861850314729,11.36907666776245,11.518785669021929
7310,20NC40FBQ_0101,Conversation,20,40,"['就是', 'sleep', 'earlier', 'i', 'guess']",5,['man > eng'],sleep,0,5,it's sleep earlier i guess,that is sleep earlier i guess,睡觉,2,1,21556806,362869,14.011581610573806,16.17562201743134,就是我猜早些时候睡觉,就是 我 猜 早点 睡觉,15.573970924921207,14.792137209377753,13.433481906281202,13.79348257585224
7323,20NC39MBP_0101,Conversation,20,39,"['是', '跟', '政府', '有关', '的', 'is', '就是', '跟']",8,"['man > eng', 'eng > man']",is,1,2,is related to the government is to follow,it is related to the government is just follow,是,1,2,2993815184,309573295,6.89388369258764,6.439005520662573,IS就就就跟是跟跟,是 跟 政府 有关 的 是 就是 跟,8.688829809902433,4.345514795343433,9.286647311786458,6.532280929887695
7324,20NC39MBP_0101,Conversation,20,39,"['建筑', '行业', '跟', 'contractors', 'have', 'close', 'relationship']",7,['man > eng'],contractors,0,11,construction industry and contractors have close relatedship,construction industry contractors have close relationship,承包商,3,0,1710707,0,17.66706045555308,34.64471130410952,承包商有密切的关系,建筑行业 跟 承包商 有 密切 的 关系,18.202374444161173,16.391349935465573,19.732926238455768,17.93375669455239
7325,20NC39MBP_0101,Conversation,20,39,"['好像', 'contractors', 'wants', 'to', '建', '屋子', 'then', 'they', 'need', 'to', '申请', '准', '证', '这样', 'then', '我', '是', '做', '那种', 'paperwork']",20,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",contractors,0,11,"it seems that contractors wants to build a house, then they need to apply for a certificate, so then i do that kind of paperwork",like contractors wants to build a house then they need to apply for a certificate then i am doing that kind paperwork,承包商,3,0,1710707,0,17.66706045555308,34.64471130410952,好像承包商想要建建屋子建然后他们需要申请申请准这样证证证我我是那那种种种,好像 承包商 想要 建 屋子 然后 他们 需要 申请 准证 这样 然后 我 是 做 那种 文书工作,17.752963083337814,18.375052585039942,17.752026964000674,17.752026964000674
7328,20NC40FBQ_0101,Conversation,20,40,"['不', '认识', 'i', ""don't"", 'know', 'who', 'is', 'he']",8,['man > eng'],i,2,1,do not know i know who is he,do not know i know who is he,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,我知道他是谁,不 认识 我 知道 他 是 谁,7.987552850659998,7.987552850659998,4.324580004489453,6.766458589972732
7331,20NC40FBQ_0101,Conversation,20,40,"['所以', '我', '知道', 'he', 'is', 'in', 'triple', 'e.']",8,['man > eng'],he,2,2,so i know he is in triple e.,so i know he is in triple e.,他,1,2,1268667526,98382503,8.132554817312498,8.092812880021217,他在三重e中。,所以 我 知道 他 在 三重 e 中 。,6.645052083888885,6.645052083888885,5.536366887040464,4.6749756511669345
7335,20NC39MBP_0101,Conversation,20,39,"['那个', '风景', 'in', 'the', 'movie', 'or', '那个', 'scenery', 'in', 'the', '电影', '蛮', '不错', '的']",14,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",in,2,2,that scenery in the movie or that scenery in the movie is pretty good,that scenery in the movie or that scenery in the movie pretty good,在,1,2,5457466530,294054706,6.027637478050382,6.513201965687331,那个那个在电影中或那个那个电影电影不错的的的的的,那个 风景 在 电影 中 或 那个 风景 电影 蛮 不错 的,6.85186967979881,6.85186967979881,7.605334129411925,7.695450730384411
7339,20NC40FBQ_0101,Conversation,20,40,"['还有', '如果', '好像', '要', '看', 'drama', 'i', 'like', 'just', 'starting', 'i', 'will', 'catch', 'it', 'on', 't.', 'v.']",17,['man > eng'],drama,0,5,and if it seems to see drama i like just starting i will catch it on t. v.,and if it seems to be viewed drama i like just starting i will catch it on t. v.,戏剧,2,0,7111134,2153154,15.61157349785188,13.606691225735007,我喜欢刚开始的戏剧，我会在t上抓住它。v。,还有 如果 好像 要 看 戏剧 我 喜欢 刚 开始 ， 我会 在 T 上 抓住 它 。 v 。,18.011859542569717,16.053805499815976,18.21504029160136,17.855944847436177
7340,20NC40FBQ_0101,Conversation,20,40,"['是', '台湾', '戏', 'is', 'the', 'those', 'idol', 'then', '有', '那个', 'juro*', 'wang', 'i', 'think', 'is', 'the', 'lead', 'guy', '还有', '那个', 'cindy', 'wang', '她', '是', '演', '那个', '女', '主角']",28,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",is,1,2,it is the taiwanese drama is the this idol then with the juro* wang i think is the lead guy and the cindy wang. she is the heroine.,it's taiwan is the those idol then have that juro* wang i think is the lead guy and that one cindy wang she is the heroine,是,1,2,2993815184,309573295,6.89388369258764,6.439005520662573,是是是那些偶像，然后我认为是王*王*是王者cindy wang她w她她是演那个女女,是 台湾 戏 那 是 那些 偶像 有 那个 juro * 王 ， 我 认为 是 领导者 还有 那个 辛迪 · 王 她 是 演 那个 女主角,4.345514795343433,7.201612899798455,6.532280929887695,6.532280929887695
7341,20NC39MBP_0101,Conversation,20,39,"['桃花', '小妹', 'i', '我', '知道']",5,"['man > eng', 'eng > man']",i,2,1,peach blossom i i know,peach blossom sister i i know,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,桃花小i我我,桃花 小妹 我 我 知道,9.949580583800845,10.488408947539908,6.135954976599064,6.135954976599064
7342,20NC40FBQ_0101,Conversation,20,40,"['呃', '去', '好像', 'protect', '那个', '妹妹']",6,"['man > eng', 'eng > man']",protect,1,7,"uh, it's like the sister of protect","uh, go like protect that sister",保护,2,0,14418029,9940427,14.591851089090476,11.399834909401086,保护那个那个那个那个,呃 去 好像 保护 那个 妹妹,17.141812026466532,17.753981586491705,19.732926238455768,17.490695531475218
7343,20NC40FBQ_0101,Conversation,20,40,"['好像', '要', '陪', '她', '如果', '有', '男', '的', '要', '来', '追', '她', 'then']",13,['man > eng'],then,2,4,it seems to accompany her if there is a man to chase her then,it seems to accompany her if there is a man to chase her then,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,然后,好像 要 陪 她 如果 有 男 的 要 来 追 她 然后,10.251485713884447,10.251485713884447,5.862072967538314,9.357079827832688
7346,20NC40FBQ_0101,Conversation,20,40,"['呃', '那个', '以后', '现在', 'i', 'am', 'still', 'in', 'my', 'own', 'fantasy', 'world']",12,['man > eng'],i,2,1,"uh, i am still in my own fantasy world now","uh, that after that now i am still in my own fantasy world",我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,我仍然在自己的幻想世界中,呃 那个 以后 现在 我 仍然 在 自己 的 幻想 世界 中,11.105127888091031,11.436272297073023,4.324580004489453,4.75671667483378
7350,20NC40FBQ_0101,Conversation,20,40,"['在', '那个', '家里', '面', '那个', 'area']",6,['man > eng'],area,0,4,"at that home, the area",at that house area,区域,2,0,64951337,5054553,12.42036582185008,12.375559221924648,在那个家面那个区域,在 那个 家 里面 那个 区域,9.51535043437112,13.252930463624741,17.159806578763725,17.353049115513894
7354,20NC39MBP_0101,Conversation,20,39,"['麻烦', 'singapore', 'weather', 'is', 'so', 'screwed', 'up']",7,['man > eng'],singapore,0,9,trouble singapore weather is so scream up,trouble singapore weather is so screwed up,新加坡,3,0,2138354,757521,17.345152432122035,15.11378494613542,麻烦新加坡的天气如此搞砸了,麻烦 新加坡 的 天气 如此 搞砸 了,16.54430811459466,16.54430811459466,15.291617999218493,15.291617999218493
7363,20NC40FBQ_0101,Conversation,20,40,"['对', 'i', 'know', 'that', 'it', 'see', 'the', 's~']",8,['man > eng'],i,2,1,to i know that it sel the s ~,right i know that it see the s~,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,对我知道它看到了S〜,对 我 知道 它 看到 了 S 〜,12.078729868696144,13.773622760929765,4.8138697833206985,4.8138697833206985
7364,20NC40FBQ_0101,Conversation,20,40,"['你', '问', '我', 'why', 'not', 'you', 'just', 'reply~', 'reply', 'your', 'same', 'question']",12,['man > eng'],why,2,3,you ask me why not you just repy ~ reply your same question,you ask me why not you just reply~ reply your same question,为什么,3,2,56621338,4608718,12.618379203696405,12.508777240586207,你你我为什么不只是回复〜回答您的同样的问题,你 问 我 为什么 不 只是 回复 〜 回答 同样 的 问题,8.95536471059572,8.95536471059572,13.284546582075022,13.242474362753272
7365,20NC40FBQ_0101,Conversation,20,40,"['不要', '问', '我', '了', 'ask', 'yourself']",6,['man > eng'],ask,1,3,don't ask me ask yourrself,don't ask me anymore ask yourself,问,1,1,35729068,6030398,13.282626763768729,12.120889513144595,不要问了问自己,不要 问 我 了 问 你 自己,6.317040253100373,6.317040253100373,11.038189043822195,11.038189043822195
7367,20NC40FBQ_0101,Conversation,20,40,"['刚才', 'you', 'was', 'about~', 'about', 'to', 'ask', 'something']",8,['man > eng'],you,2,3,you was about ~ about to ask some,just now you was about~ about to ask something,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,刚才你要问什么,刚才 你 要 问 什么,5.701174715876826,5.623527968586929,7.259678541933039,7.259678541933039
